pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
4k4m	H	L	0	A	protein	NA	erythrocyte binding antigen 175	IMMUNE SYSTEM	04/12/13	Crystal structure of PfEBA-175 RII in complex with a Fab fragment from inhibitory antibody R217	PLASMODIUM FALCIPARUM; MUS MUSCULUS	mus musculus	mus musculus	plasmodium falciparum	Chen, E., Paing, M.M., Salinas, N.D., Sim, B.K.L., Tolia, N.H.	4.5	X-RAY DIFFRACTION	0.285	0.231	False	False	IGHV1	IGKV3	Kappa	None	None	None
7t9n	H	L	0	R	protein	NA	thyrotropin receptor	MEMBRANE PROTEIN	08/03/22	M22 Agonist Autoantibody bound to Human Thyrotropin receptor in complex with miniGs399 (composite structure)	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Faust, B., Cheng, Y., Manglik, A.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGLV1	Lambda	None	None	None	None	None
7t9n	N	NA	0	X | Y	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	08/03/22	M22 Agonist Autoantibody bound to Human Thyrotropin receptor in complex with miniGs399 (composite structure)	Homo sapiens	homo sapiens		homo sapiens | homo sapiens	Faust, B., Cheng, Y., Manglik, A.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7t9m	H	L	0	R	protein	NA	thyrotropin receptor	MEMBRANE PROTEIN	08/10/22	Human Thyrotropin receptor bound by CS-17 Inverse Agonist Fab/Org 274179-0 Antagonist	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Faust, B., Cheng, Y., Manglik, A.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7t9b	O	P	0	D	protein	NA	hiv-1 envelope apexgt5 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT5 in complex with GT5-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.72	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9b	H	L	0	E | A | C	protein | protein | protein	NA | NA | NA	hiv-1 envelope apexgt5 gp120 | hiv-1 envelope apexgt5 gp120 | hiv-1 envelope apexgt5 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT5 in complex with GT5-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	mus musculus	mus musculus	human immunodeficiency virus 1 | human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	3.72	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7t9b	M	N	0	B	protein	NA	hiv-1 envelope apexgt5 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT5 in complex with GT5-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.72	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9b	J	K	0	F	protein	NA	hiv-1 envelope apexgt5 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT5 in complex with GT5-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.72	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9a	O	P	0	D | E	protein | protein	NA | NA	hiv envelope apexgt2 gp41 | hiv envelope apexgt2 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT2 in complex with GT2-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9a	H	L	0	A | C	protein | protein	NA | NA	hiv envelope apexgt2 gp120 | hiv envelope apexgt2 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT2 in complex with GT2-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	mus musculus	mus musculus	human immunodeficiency virus 1 | human immunodeficiency virus 1	Berndsen, Z.T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7t9a	M	N	0	B	protein	NA	hiv envelope apexgt2 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT2 in complex with GT2-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7t9a	J	K	0	F	protein	NA	hiv envelope apexgt2 gp41	VIRAL PROTEIN/IMMUNE SYSTEM	01/08/09	ApexGT2 in complex with GT2-d42.16 and RM20A3 Fabs	Human immunodeficiency virus 1; Macaca mulatta; Mus musculus	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Berndsen, Z.T.	3.54	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
2qad	D	C	0	A	protein	NA	envelope glycoprotein gp160	viral protein/immune system	06/14/07	Structure of tyrosine-sulfated 412d antibody complexed with HIV-1 YU2 gp120 and CD4	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Huang, C.-C., Tang, M., Robinson, J., Wyatt, R., Kwong, P.D.	3.3	X-RAY DIFFRACTION	0.269	0.202	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
2qad	H	G	0	E	protein	NA	envelope glycoprotein gp160	viral protein/immune system	06/14/07	Structure of tyrosine-sulfated 412d antibody complexed with HIV-1 YU2 gp120 and CD4	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Huang, C.-C., Tang, M., Robinson, J., Wyatt, R., Kwong, P.D.	3.3	X-RAY DIFFRACTION	0.269	0.202	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7ru4	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	08/24/22	CC6.33 IgG in complex with SARS-CoV-2-6P-Mut7 S protein (RBD/Fv local refinement)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Turner, H.L., Ward, A.B.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7ru5	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	08/24/22	CC6.30 fragment antigen binding in complex with SARS-CoV-2-6P-Mut7 S protein (non-uniform refinement)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Turner, H.L., Ward, A.B.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7ru5	D	E	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	08/24/22	CC6.30 fragment antigen binding in complex with SARS-CoV-2-6P-Mut7 S protein (non-uniform refinement)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Turner, H.L., Ward, A.B.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7ru3	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	08/24/22	CC6.33 IgG in complex with SARS-CoV-2-6P-Mut7 S protein (non-uniform refinement)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Turner, H.L., Ward, A.B.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7ru3	E	F	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/Immune System	08/24/22	CC6.33 IgG in complex with SARS-CoV-2-6P-Mut7 S protein (non-uniform refinement)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Ozorowski, G., Turner, H.L., Ward, A.B.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7t92	H	L	0	B	protein	NA	peroxin-12	TRANSLOCASE	07/06/22	Structure of the peroxisomal retro-translocon formed by a heterotrimeric ubiquitin ligase complex	synthetic construct; Thermothelomyces thermophilus ATCC 42464	synthetic construct	synthetic construct	thermothelomyces thermophilus atcc 42464	Peiqiang, F., Tom, R.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6mhg	G	S	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	A	N	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	B	O	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	F	R	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	I	T	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	M	W	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	J	U	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	H	L	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	C	P	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	K	V	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6mhg	D	Q	0	E	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	09/17/18	Cryo-EM structure of the circumsporozoite protein of Plasmodium falciparum with a vaccine-elicited antibody reveals maturation of inter-antibody contacts	PLASMODIUM FALCIPARUM; HOMO SAPIENS	homo sapiens	homo sapiens	plasmodium falciparum	Cottrell, C.A., Torres, J.L., Ward, A.B.	3.57	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
1qfu	H	L	0	A	protein	NA	protein (hemagglutinin (ha1 chain))	Viral protein/Immune system	04/14/99	INFLUENZA VIRUS HEMAGGLUTININ COMPLEXED WITH A NEUTRALIZING ANTIBODY	INFLUENZA A VIRUS (A/X-31(H3N2)); MUS MUSCULUS	mus musculus	mus musculus	influenza a virus (a/x-31(h3n2))	Fleury, D., Gigant, B., Bizebard, T., Daniels, R.S., Skehel, J.J., Knossow, M.	2.8	X-RAY DIFFRACTION	0.284	0.198	False	False	IGHV1	IGKV1	Kappa	3.00E-09	-11.5	SPR	22	10360354
1qfw	I	M	0	B	protein	NA	gonadotrophin beta subunit	IMMUNE SYSTEM	04/15/99	TERNARY COMPLEX OF HUMAN CHORIONIC GONADOTROPIN WITH FV ANTI ALPHA SUBUNIT AND FV ANTI BETA SUBUNIT	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Tegoni, M., Spinelli, S., Cambillau, C.	3.5	X-RAY DIFFRACTION	0.31	0.26	False	True	IGHV5	IGKV6	Kappa	1e-08	-10.913952715282035	Unknown	NA	TBD
1qfw	H	L	0	A	protein	NA	gonadotropin alpha subunit	IMMUNE SYSTEM	04/15/99	TERNARY COMPLEX OF HUMAN CHORIONIC GONADOTROPIN WITH FV ANTI ALPHA SUBUNIT AND FV ANTI BETA SUBUNIT	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Tegoni, M., Spinelli, S., Cambillau, C.	3.5	X-RAY DIFFRACTION	0.31	0.26	False	True	IGHV1	IGKV3	Kappa	1e-08	-10.913952715282035	Unknown	NA	TBD
6mhr	A	B	0	C	protein	NA	tumor necrosis factor receptor superfamily member 9	IMMUNE SYSTEM	09/18/18	Structure of the human 4-1BB / Urelumab Fab complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Kimberlin, C.R., Chin, S.M., Roe-Zurz, Z., Xu, A., Yang, Y.	2.8	X-RAY DIFFRACTION	0.222	0.2	False	True	IGHV4	IGKV3	Kappa	2.2000000000000002e-08	-10.446804596890326	SPR	NA	TBD
6mhr	D	E	0	F	protein	NA	tumor necrosis factor receptor superfamily member 9	IMMUNE SYSTEM	09/18/18	Structure of the human 4-1BB / Urelumab Fab complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Kimberlin, C.R., Chin, S.M., Roe-Zurz, Z., Xu, A., Yang, Y.	2.8	X-RAY DIFFRACTION	0.222	0.2	False	True	IGHV4	IGKV3	Kappa	2.2000000000000002e-08	-10.446804596890326	SPR	NA	TBD
7c6a	H	L	0	A	protein	NA	type-2 angiotensin ii receptor,soluble cytochrome b562,type-2 angiotensin ii receptor 	SIGNALING PROTEIN	05/21/20	Crystal structure of AT2R-BRIL and SRP2070_Fab complex	MUS MUSCULUS; HOMO SAPIENS; ESCHERICHIA COLI; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens, escherichia coli	Suzuki, M., Miyagi, H., Asada, H., Yasunaga, M., Suno, C., Takahashi, Y., Saito, J., Iwata, S.	3.4	X-RAY DIFFRACTION	0.285	0.235	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
6cbv	H	L	0	B	protein	NA	bril	STRUCTURAL PROTEIN	02/05/18	Crystal strutcure of BRIL bound to an affinity matured synthetic antibody.	HOMO SAPIENS; ESCHERICHIA COLI	homo sapiens	homo sapiens	escherichia coli	Mukherjee, S., Skrobek, B., Kossiakoff, A.A.	1.872	X-RAY DIFFRACTION	0.225	0.194	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7df9	H	L	0	A | V	protein | peptide	NA | NA	beta-arrestin-1 | vasopressin v2 receptor phosphopeptide	SIGNALING PROTEIN	07/28/21	Crystal of Arrestin2-V2Rpp-1-Fab30 complex	BOS TAURUS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	bos taurus | synthetic construct	Sun, J.P., Yu, X., Xiao, P., He, Q.T., Lin, J.Y., Zhu, Z.L.	3.17	X-RAY DIFFRACTION	0.281	0.255	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7df1	E	I	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens		Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7df1	F	J	0	C	protein	NA	4f2 cell-surface antigen heavy chain	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7df1	G	K	0	D	protein	NA	4f2 cell-surface antigen heavy chain	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
7df1	H	L	0	D	protein	NA	4f2 cell-surface antigen heavy chain	ANTITUMOR PROTEIN	12/07/22	Crystal structure of human CD98 heavy chain extracellular domain in complex with S1-F4 scFv	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	Liu, X., Ding, J., Sui, J., Tian, X.	2.806	X-RAY DIFFRACTION	0.249	0.217	False	True	IGHV1	IGKV4	Kappa	None	None	None	None	None
5x0t	A	B	0	E	protein	NA	basigin	IMMUNE SYSTEM	01/23/17	Crystal structure of CD147 C2 domain in complex with Fab of its monoclonal antibody 6H8	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Lin, P., Zhang, M.-Y., Ye, S., Chen, X., Yu, X.-L., Zhang, R.-G., Zhu, P., Chen, Z.-N.	2.5	X-RAY DIFFRACTION	0.300	0.246	False	True	IGHV6	IGKV6	Kappa	None	None	None	None	None
5x0t	C	D	0	F	protein	NA	basigin	IMMUNE SYSTEM	01/23/17	Crystal structure of CD147 C2 domain in complex with Fab of its monoclonal antibody 6H8	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Lin, P., Zhang, M.-Y., Ye, S., Chen, X., Yu, X.-L., Zhang, R.-G., Zhu, P., Chen, Z.-N.	2.5	X-RAY DIFFRACTION	0.300	0.246	False	True	IGHV6	IGKV6	Kappa	None	None	None	None	None
7dfb	H	L	0	A | V	protein | peptide	NA | NA	beta-arrestin-1 | v2rpp-6-7	SIGNALING PROTEIN	07/28/21	Crystal of Arrestin2-V2Rpp-6-7-Fab30 complex	BOS TAURUS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	bos taurus | synthetic construct	Sun, J.P., Yu, X., Xiao, P., He, Q.T., Lin, J.Y., Zhu, Z.L.	3.28	X-RAY DIFFRACTION	0.291	0.231	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7dfa	H	L	0	A | V	protein | peptide	NA | NA	beta-arrestin-1 | varpp-4	SIGNALING PROTEIN	07/28/21	Crystal of Arrestin2-V2Rpp-4-Fab30 complex	BOS TAURUS; MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	bos taurus | synthetic construct	Sun, J.P., Yu, X., Xiao, P., He, Q.T., Lin, J.Y., Zhu, Z.L.	2.54	X-RAY DIFFRACTION	0.280	0.234	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6ddv	B	A	0	C	protein	NA	mhc class i chain-related protein a	IMMUNE SYSTEM	05/10/18	Crystal Structure Analysis of the Epitope of an Anti-MICA Antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Matsumoto, M.L.	2.05	X-RAY DIFFRACTION	0.275	0.223	False	True	IGHV1	IGKV1	Kappa	5.78e-09	-11.238741254569952	ITC	NA	TBD
6ddr	B	A	0	C	protein	NA	mhc class i polypeptide-related sequence a	IMMUNE SYSTEM	05/10/18	Crystal Structure Analysis of the Epitope of an Anti-MICA Antibody	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Matsumoto, M.L.	1.9	X-RAY DIFFRACTION	0.247	0.20800000000000002	False	True	IGHV1	IGKV12	Kappa	9.4e-10	-12.314856971588666	ITC	NA	TBD
7c61	H	L	0	A	protein	NA	5-hydroxytryptamine receptor 1b,soluble cytochrome b562,5-hydroxytryptamine receptor 1b 	SIGNALING PROTEIN	05/21/20	Crystal structure of 5-HT1B-BRIL and SRP2070_Fab complex	MUS MUSCULUS; HOMO SAPIENS; ESCHERICHIA COLI	mus musculus	mus musculus	homo sapiens, escherichia coli	Suzuki, M., Miyagi, H., Asada, H., Yasunaga, M., Suno, C., Takahashi, Y., Saito, J., Iwata, S.	3.0	X-RAY DIFFRACTION	0.290	0.252	False	True	IGHV1	IGKV5	Kappa	None	None	None	None	None
7dfp	C	B	0	A	protein	NA	d(2) dopamine receptor,soluble cytochrome b562	MEMBRANE PROTEIN	11/09/20	Human dopamine D2 receptor in complex with spiperone	HOMO SAPIENS; ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens, escherichia coli	Im, D., Shimamura, T., Iwata, S.	3.1	X-RAY DIFFRACTION	0.217	0.185	False	False	IGHV1	IGKV10	Kappa	None	None	None	None	None
7x90	E	F	0	G	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/07/22	The SARS-CoV-2 receptor binding domain bound with the Fab fragment of a human neutralizing antibody Ab326	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Kamada, K., Shirouzu, M.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3rhw	F	N	0	B	protein	NA	avermectin-sensitive glutamate-gated chloride channel gluclalpha 	transport protein/immune system	04/12/11	C. elegans glutamate-gated chloride channel (GluCl) in complex with Fab and ivermectin	CAENORHABDITIS ELEGANS; MUS MUSCULUS	mus musculus	mus musculus	caenorhabditis elegans	Hibbs, R.E., Gouaux, E.	3.26	X-RAY DIFFRACTION	0.270	0.239	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
3rhw	I	O	0	D	protein	NA	avermectin-sensitive glutamate-gated chloride channel gluclalpha 	transport protein/immune system	04/12/11	C. elegans glutamate-gated chloride channel (GluCl) in complex with Fab and ivermectin	CAENORHABDITIS ELEGANS; MUS MUSCULUS	mus musculus	mus musculus	caenorhabditis elegans	Hibbs, R.E., Gouaux, E.	3.26	X-RAY DIFFRACTION	0.270	0.239	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
3rhw	G	K	0	C	protein	NA	avermectin-sensitive glutamate-gated chloride channel gluclalpha 	transport protein/immune system	04/12/11	C. elegans glutamate-gated chloride channel (GluCl) in complex with Fab and ivermectin	CAENORHABDITIS ELEGANS; MUS MUSCULUS	mus musculus	mus musculus	caenorhabditis elegans	Hibbs, R.E., Gouaux, E.	3.26	X-RAY DIFFRACTION	0.270	0.239	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
3rhw	J	M	0	E	protein	NA	avermectin-sensitive glutamate-gated chloride channel gluclalpha 	transport protein/immune system	04/12/11	C. elegans glutamate-gated chloride channel (GluCl) in complex with Fab and ivermectin	CAENORHABDITIS ELEGANS; MUS MUSCULUS	mus musculus	mus musculus	caenorhabditis elegans	Hibbs, R.E., Gouaux, E.	3.26	X-RAY DIFFRACTION	0.270	0.239	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
